Customer ID,MeanProdSale,TotalSale,TotalProd,MeanSpentSession,MeanProdSession,TotalProdRet,MinProdSpent,MaxProdSpent,MeanTimeGap,Nsessions,DistinctProd,Label_09
13085.0,3.425,1096.8000000000002,376,274.20000000000005,94.0,0,15.0,100.8,19.666666666666668,4.0,18.0,Loyalty
13078.0,3.999607843137255,2278.3,735,379.7166666666667,122.5,13,10.0,130.8,68.4,4.0,34.0,Loyalty
12682.0,3.1729268292682926,964.9500000000002,409,321.65000000000003,136.33333333333334,0,7.800000000000001,124.95,171.5,3.0,36.0,Loyalty
18087.0,3.130454545454546,989.74,290,247.435,72.5,0,8.48,204.0,112.0,4.0,20.0,Loyalty
15413.0,3.945,4513.42,1922,1504.4733333333334,640.6666666666666,0,101.76,784.8000000000001,168.5,3.0,16.0,Loyalty
17865.0,2.9785401459854013,2900.7100000000014,1385,362.58875,173.125,12,0.42,76.5,49.142857142857146,6.0,108.0,Loyalty
13767.0,4.30175,2498.6500000000005,895,624.6625,223.75,3,13.919999999999998,232.0,112.0,3.0,31.0,Loyalty
17238.0,3.706962025316456,559.9000000000001,177,186.63333333333333,59.0,0,0.85,25.5,152.0,3.0,62.0,Loyalty
16011.0,3.3048571428571427,543.2800000000001,291,135.82,72.75,3,0.85,31.8,114.0,3.0,51.0,Loyalty
12931.0,1.45,1268.75,875,634.375,437.5,0,108.75,1160.0,59.0,2.0,2.0,Loyalty
12533.0,2.814651162790698,791.52,460,263.84,153.33333333333334,18,2.9,44.55,152.0,1.0,43.0,Loyalty
12913.0,2.898571428571429,741.96,268,370.98,134.0,0,30.0,147.89999999999998,181.0,2.0,5.0,Loyalty
14341.0,2.467941176470588,584.7399999999999,442,194.91333333333333,147.33333333333334,1,2.28,53.1,169.5,2.0,32.0,Loyalty
13599.0,1.7494736842105263,965.69,832,321.89666666666665,277.3333333333333,2,6.3,153.6,168.5,2.0,38.0,Loyalty
15326.0,3.799433962264151,629.9700000000003,423,209.99,141.0,15,5.04,33.9,170.0,2.0,47.0,Loyalty
15005.0,2.67216,868.16,477,173.632,95.4,8,1.49,27.8,84.75,3.0,101.0,Loyalty
13097.0,3.616288659793815,1224.5299999999993,537,306.13250000000005,134.25,4,0.42,55.8,112.66666666666669,3.0,88.0,Loyalty
14030.0,3.7519642857142856,740.2,380,246.7333333333333,126.66666666666669,1,2.1,71.6,136.5,2.0,54.0,Loyalty
15984.0,2.3978125,1384.1300000000006,1066,461.3766666666667,355.3333333333333,0,1.45,90.0,169.0,3.0,48.0,Loyalty
12921.0,2.7043037974683544,2443.7000000000007,1539,610.9250000000001,384.75,0,10.2,135.0,113.33333333333331,4.0,52.0,Loyalty
14543.0,5.9071428571428575,1269.9999999999998,374,317.5,93.5,0,4.25,139.0,113.0,4.0,19.0,Loyalty
18037.0,9.216666666666669,27.65,3,9.216666666666669,1.0,0,1.95,21.95,170.0,3.0,3.0,Loyalty
13711.0,5.683333333333334,86.0,16,28.666666666666668,5.333333333333333,6,14.85,27.0,168.5,1.0,6.0,Loyalty
15601.0,2.21897435897436,1490.4700000000005,995,496.8233333333333,331.6666666666667,0,2.95,88.5,169.5,3.0,66.0,Loyalty
13819.0,2.283478260869565,1071.15,813,357.05,271.0,7,8.5,59.400000000000006,152.0,2.0,33.0,Loyalty
15750.0,2.9952702702702703,485.34,265,161.78,88.33333333333333,3,1.05,19.9,169.0,2.0,68.0,Loyalty
17428.0,2.5698039215686275,3204.6199999999994,1247,801.155,311.75,0,1.7,489.6,169.0,4.0,48.0,Loyalty
14135.0,1.0517391304347827,1450.3299999999997,1621,483.4433333333332,540.3333333333334,23,5.04,212.4,136.5,2.0,22.0,Loyalty
14831.0,3.3138888888888887,813.1999999999997,452,271.06666666666666,150.66666666666666,3,7.800000000000001,86.0,154.0,2.0,36.0,Loyalty
13777.0,2.285142857142857,7125.04,3272,1425.008,654.4,0,12.6,1104.0,77.0,5.0,23.0,Loyalty
16163.0,5.386363636363637,752.1300000000001,275,125.355,45.833333333333336,17,5.04,59.400000000000006,61.0,2.0,43.0,Loyalty
16131.0,2.789565217391304,1315.4200000000003,720,657.7100000000003,360.0,1,6.72,130.8,181.0,1.0,47.0,Loyalty
12523.0,2.29,63.61,61,31.805,30.5,1,12.6,27.04,150.0,1.0,5.0,Loyalty
16202.0,3.784242424242424,587.2199999999999,300,195.74,100.0,1,5.04,39.8,154.0,2.0,32.0,Loyalty
13269.0,1.305925925925926,526.62,550,175.54000000000005,183.3333333333333,0,5.88,69.6,154.0,3.0,23.0,Loyalty
13564.0,3.1236708860759497,738.3499999999998,267,147.67000000000002,53.4,1,1.25,29.75,77.0,4.0,57.0,Loyalty
13070.0,2.075,146.4,72,73.19999999999999,36.0,4,17.700000000000003,19.5,150.0,1.0,9.0,Loyalty
17377.0,2.8143478260869568,2095.520000000001,769,299.36,109.85714285714286,3,0.42,305.64,52.0,6.0,112.0,Loyalty
16210.0,4.676666666666667,1904.7,974,476.175,243.5,0,11.7,238.8,103.0,4.0,21.0,Loyalty
17412.0,2.110172413793104,1126.2699999999998,876,375.42333333333335,292.0,0,8.5,54.0,155.5,3.0,55.0,Loyalty
16525.0,3.6925,1654.39,879,413.5975,219.75,0,10.08,122.04,104.0,4.0,26.0,Loyalty
14122.0,7.196666666666666,126.63999999999996,24,42.21333333333333,8.0,1,14.85,89.69999999999999,154.0,2.0,3.0,Loyalty
16987.0,3.6865909090909095,279.01,86,93.00333333333332,28.666666666666668,2,1.25,22.5,154.0,2.0,35.0,Loyalty
15917.0,1.959669421487604,315.32999999999987,196,105.10999999999996,65.33333333333333,0,0.19,16.95,154.0,3.0,95.0,Loyalty
14987.0,4.092857142857143,485.1,186,97.02,37.2,32,7.95,163.2,78.0,4.0,3.0,Loyalty
16200.0,2.3763942307692307,1993.85,1378,664.6166666666666,459.3333333333333,0,0.65,81.12,154.0,3.0,142.0,Loyalty
15523.0,3.515238095238095,1136.63,658,284.1575,164.5,4,2.1,244.8,80.66666666666667,3.0,19.0,Loyalty
15615.0,2.6853333333333333,1231.2500000000005,651,307.8125,162.75,5,10.08,59.400000000000006,102.33333333333331,3.0,38.0,Loyalty
13089.0,3.0722222222222224,3097.600000000001,1252,442.5142857142858,178.85714285714286,14,15.0,163.5,52.0,5.0,36.0,Loyalty
12437.0,2.810384615384616,464.78,242,154.92666666666665,80.66666666666667,18,8.5,47.6,121.0,1.0,26.0,Loyalty
14841.0,1.7057142857142855,1215.7999999999995,1268,405.2666666666666,422.6666666666667,0,4.32,54.08,156.5,3.0,46.0,Loyalty
14646.0,2.112519083969466,14591.47,10534,2918.2940000000003,2106.8,0,0.42,1224.0,77.25,5.0,123.0,Loyalty
13931.0,2.560581395348837,1630.060000000001,850,543.3533333333336,283.3333333333333,0,7.5,40.5,138.5,3.0,86.0,Loyalty
15194.0,1.6432142857142855,1486.3899999999996,1289,297.2780000000001,257.8,1,6.84,122.4,70.0,4.0,54.0,Loyalty
14895.0,3.98974358974359,1817.1300000000003,743,605.7100000000002,247.66666666666663,1,0.42,122.4,122.5,2.0,39.0,Loyalty
15291.0,4.59,1037.9,322,345.9666666666667,107.33333333333331,0,19.8,306.0,122.5,3.0,9.0,Loyalty
17155.0,2.2204545454545457,272.36,361,136.18,180.5,0,1.65,36.48,153.0,2.0,17.0,Loyalty
15768.0,4.287911111111111,2042.3900000000008,785,408.478,157.0,0,0.55,50.85,70.25,5.0,178.0,Loyalty
12835.0,3.5966019417475725,1043.7600000000002,409,173.96,68.16666666666667,2,0.85,39.8,57.2,5.0,65.0,Loyalty
17069.0,1.5721212121212125,494.35000000000014,393,247.17500000000007,196.5,2,8.5,39.0,153.0,1.0,33.0,Loyalty
17581.0,3.3659090909090907,379.35,163,75.87,32.6,3,8.5,49.75,81.66666666666667,4.0,23.0,Loyalty
16168.0,22.775,352.99999999999994,121,117.66666666666669,40.333333333333336,3,15.0,79.95,140.0,2.0,9.0,Loyalty
17287.0,2.345735294117647,484.11,290,121.0275,72.5,0,0.65,33.0,92.0,4.0,52.0,Loyalty
17913.0,2.896891891891892,629.0399999999998,254,209.68,84.66666666666667,0,0.85,41.25,140.5,3.0,57.0,Loyalty
17465.0,2.7286363636363635,400.8700000000001,205,133.62333333333336,68.33333333333333,6,7.5,35.400000000000006,122.5,2.0,22.0,Loyalty
13468.0,4.375957446808511,876.6,382,175.32,76.4,9,6.959999999999999,39.6,70.25,3.0,41.0,Loyalty
13485.0,2.6166666666666667,200.7,98,100.35,49.0,0,10.2,35.400000000000006,153.0,2.0,9.0,Loyalty
15856.0,2.7065,3374.5899999999992,1590,843.6475,397.5,0,6.3,162.72,95.33333333333331,4.0,34.0,Loyalty
14031.0,3.579803921568628,4077.3900000000017,1747,679.5650000000002,291.1666666666667,2,1.95,237.6,56.2,5.0,78.0,Loyalty
17329.0,2.359305555555556,481.32,290,160.44,96.66666666666669,0,0.85,26.25,76.5,3.0,63.0,Loyalty
16736.0,4.2182022471910114,1655.83,639,413.9575,159.75,6,7.5,138.0,93.0,3.0,85.0,Loyalty
14710.0,2.6973684210526314,73.5,36,36.75,18.0,0,0.55,7.5,184.0,2.0,17.0,Loyalty
17679.0,1.923125,451.00000000000017,358,112.75,89.5,6,10.08,53.1,81.66666666666667,2.0,16.0,Loyalty
17851.0,2.872167832167833,1139.1200000000003,589,379.70666666666665,196.3333333333333,0,1.65,64.35,141.5,3.0,110.0,Loyalty
17372.0,3.5127659574468084,492.4,152,164.13333333333335,50.66666666666666,0,1.7,45.0,141.5,3.0,40.0,Loyalty
14286.0,1.35,1575.4000000000003,1631,525.1333333333336,543.6666666666666,56,5.04,79.19999999999999,123.0,1.0,76.0,Loyalty
14564.0,3.737948717948718,955.18,436,477.59,218.0,3,5.04,51.0,183.0,1.0,39.0,Loyalty
13408.0,2.2533333333333334,2462.37,1631,307.79625000000004,203.75,4,10.2,232.0,36.142857142857146,6.0,36.0,Loyalty
13093.0,2.503,1943.47,1035,647.8233333333334,345.0,0,6.959999999999999,237.6,123.0,3.0,19.0,Loyalty
14735.0,2.473076923076923,379.65,187,189.825,93.5,0,7.800000000000001,60.0,122.0,2.0,13.0,Loyalty
15078.0,2.77939393939394,746.0600000000001,438,248.6866666666667,146.0,20,10.2,62.5,127.0,2.0,29.0,Loyalty
13175.0,2.4850000000000003,308.4,196,154.2,98.0,5,9.95,27.0,183.0,1.0,20.0,Loyalty
18223.0,2.879183673469388,1491.65,836,497.2166666666668,278.6666666666667,14,10.2,152.64,124.5,2.0,43.0,Loyalty
14680.0,2.958139534883721,1320.2300000000002,635,440.0766666666668,211.66666666666663,0,0.76,81.6,124.0,3.0,82.0,Loyalty
18092.0,3.0694736842105264,2272.4700000000003,1241,568.1175000000001,310.25,1,67.5,331.20000000000005,85.0,3.0,15.0,Loyalty
13807.0,5.285714285714286,91.0,42,45.5,21.0,1,12.5,18.95,91.0,1.0,8.0,Loyalty
16746.0,1.6218181818181816,1051.12,892,350.3733333333334,297.3333333333333,0,8.5,165.0,125.0,3.0,25.0,Loyalty
17157.0,2.2618181818181817,1661.04,608,332.208,121.6,0,6.72,325.44,62.25,5.0,13.0,Loyalty
15309.0,2.975,272.9,142,136.45,71.0,1,7.800000000000001,17.700000000000003,183.0,1.0,20.0,Loyalty
16710.0,1.9195541401273888,1038.6400000000003,975,346.21333333333337,325.0,0,0.42,42.0,122.5,3.0,135.0,Loyalty
13680.0,2.8109493670886074,2289.150000000001,905,763.0500000000001,301.6666666666667,0,0.42,121.68,123.5,3.0,108.0,Loyalty
17593.0,3.500322580645161,1887.4400000000005,1044,629.1466666666666,348.0,0,9.9,47.6,122.5,3.0,66.0,Loyalty
16451.0,1.8795454545454544,303.9,198,151.95,99.0,3,7.800000000000001,27.0,122.0,1.0,22.0,Loyalty
13733.0,3.3,146.6,60,73.3,30.0,2,10.2,19.9,122.0,1.0,11.0,Loyalty
16351.0,2.294,357.2,244,119.06666666666668,81.33333333333333,4,10.2,19.5,124.5,2.0,24.0,Loyalty
15684.0,4.275,89.6,64,29.866666666666664,21.33333333333333,4,8.95,15.6,123.0,1.0,8.0,Loyalty
17884.0,2.281904761904762,421.8699999999999,327,70.31166666666667,54.5,9,0.42,35.400000000000006,36.6,4.0,76.0,Loyalty
15514.0,1.8238043478260868,1469.6899999999994,1407,489.8966666666668,469.0,0,0.42,155.51999999999998,127.5,3.0,59.0,Loyalty
16593.0,8.361666666666666,258.83,49,86.27666666666666,16.333333333333332,2,10.08,89.55,111.0,2.0,4.0,Loyalty
14239.0,3.5,214.55,93,107.275,46.5,0,5.8,27.0,123.0,2.0,14.0,Loyalty
13958.0,3.83,746.1,388,186.525,97.0,13,7.800000000000001,135.0,74.66666666666667,2.0,26.0,Loyalty
13641.0,1.5364705882352945,687.21,879,171.8025,219.75,9,6.84,47.6,74.33333333333333,3.0,32.0,Loyalty
12359.0,5.3285294117647055,760.6900000000002,397,253.5633333333334,132.33333333333334,212,9.9,99.9,109.0,2.0,34.0,Loyalty
14867.0,6.026666666666667,190.57,55,95.285,27.5,1,13.2,51.0,184.0,1.0,9.0,Loyalty
12417.0,3.561111111111111,287.6,150,143.8,75.0,0,8.5,31.6,122.0,2.0,18.0,Loyalty
17920.0,2.7334594594594592,1959.6000000000008,833,489.8999999999999,208.25,0,0.29,81.36,63.66666666666666,4.0,125.0,Loyalty
16104.0,4.050421052631579,1174.8900000000003,408,391.63,136.0,0,1.45,60.75,92.0,3.0,87.0,Loyalty
17150.0,5.3875,315.65000000000003,99,157.825,49.5,0,1.65,21.9,188.0,2.0,22.0,Loyalty
13448.0,3.245569620253164,1160.09,584,580.0450000000001,292.0,0,1.25,53.64,188.0,2.0,68.0,Loyalty
17085.0,2.336375,536.8399999999999,259,178.94666666666663,86.33333333333333,0,0.65,39.6,95.5,3.0,52.0,Loyalty
15860.0,3.365,295.5999999999999,238,147.79999999999998,119.0,0,0.76,23.8,184.0,2.0,41.0,Loyalty
14608.0,3.258,581.22,194,290.61,97.0,0,9.12,204.0,122.0,2.0,3.0,Loyalty
15983.0,2.4354347826086955,1199.5899999999997,676,399.8633333333333,225.3333333333333,0,0.42,90.0,92.0,3.0,63.0,Loyalty
15751.0,5.583043478260869,560.5399999999998,159,112.108,31.8,3,1.25,45.0,46.0,4.0,38.0,Loyalty
17969.0,5.835192307692308,432.3999999999999,119,86.48,23.8,1,1.25,45.95,48.25,4.0,39.0,Loyalty
13319.0,3.032162162162162,1260.77,548,420.25666666666666,182.66666666666663,0,10.2,81.0,94.0,3.0,36.0,Loyalty
17610.0,2.4026829268292684,804.0099999999998,507,268.0033333333334,169.0,3,1.7,32.45,61.0,2.0,66.0,Loyalty
13890.0,2.9923076923076923,210.70000000000005,88,105.35000000000002,44.0,1,12.6,25.200000000000003,153.0,1.0,13.0,Loyalty
15641.0,1.95734693877551,1089.61,1172,544.8050000000001,586.0,0,7.6,81.12,186.0,2.0,49.0,Loyalty
13019.0,4.05,445.3,130,222.65000000000003,65.0,0,13.5,35.400000000000006,122.0,2.0,19.0,Loyalty
17858.0,4.44,1136.37,427,568.185,213.5,0,5.1,130.8,191.0,2.0,33.0,Loyalty
13491.0,3.368823529411765,801.2799999999999,340,267.0933333333333,113.33333333333331,0,9.9,59.400000000000006,79.0,3.0,28.0,Loyalty
12839.0,1.8284,969.7799999999996,652,323.26,217.3333333333333,0,5.04,59.4,79.5,3.0,39.0,Loyalty
14113.0,2.5445,1008.94,546,144.1342857142857,78.0,7,20.0,130.8,26.33333333333333,4.0,18.0,Loyalty
17739.0,3.781764705882354,811.96,256,405.98,128.0,0,12.6,102.0,158.0,2.0,15.0,Loyalty
16556.0,3.2221621621621623,599.78,319,199.92666666666665,106.33333333333331,3,5.04,30.0,79.5,2.0,37.0,Loyalty
15115.0,2.8485714285714288,187.99,87,93.995,43.5,1,8.5,17.85,163.0,1.0,14.0,Loyalty
13693.0,4.122413793103449,548.65,201,182.88333333333333,67.0,0,11.9,50.85,78.5,3.0,29.0,Loyalty
18077.0,1.5931707317073172,534.7,386,178.23333333333335,128.66666666666666,0,2.52,35.400000000000006,80.5,3.0,27.0,Loyalty
13495.0,2.3485,818.2599999999999,396,272.75333333333333,132.0,1,10.2,106.2,78.5,2.0,16.0,Loyalty
15358.0,1.6522641509433962,826.1200000000005,662,413.06,331.0,0,5.04,60.0,161.0,2.0,49.0,Loyalty
17436.0,2.55,68.85000000000001,27,34.425,13.5,3,15.3,45.9,123.0,1.0,3.0,Loyalty
16684.0,2.375714285714286,2886.32,1664,962.1066666666668,554.6666666666666,0,201.6,705.6,78.0,3.0,7.0,Loyalty
14540.0,3.272368421052632,572.6899999999999,247,190.89666666666665,82.33333333333333,2,0.55,31.8,78.5,2.0,66.0,Loyalty
14307.0,4.1,234.15000000000003,105,117.07500000000002,52.5,1,9.9,30.0,158.0,1.0,14.0,Loyalty
12747.0,6.946000000000001,1000.2000000000002,200,250.05,50.0,4,11.9,135.6,52.333333333333336,3.0,19.0,Loyalty
17988.0,3.064230769230769,190.32,80,63.440000000000005,26.666666666666668,0,0.85,10.75,78.5,3.0,52.0,Loyalty
12600.0,4.188571428571429,379.89,99,189.945,49.5,0,5.04,91.8,154.0,2.0,7.0,Loyalty
13206.0,1.819398907103825,2504.1800000000007,2283,626.045,570.5,0,1.16,81.12,51.66666666666666,3.0,149.0,Loyalty
16353.0,3.81,717.9,178,239.3,59.333333333333336,0,45.9,306.0,78.0,3.0,3.0,Loyalty
14590.0,3.106170212765958,349.66,108,116.55333333333331,36.0,0,0.42,76.5,78.5,3.0,38.0,Loyalty
17364.0,3.0935353535353536,1150.78,497,575.3899999999999,248.5,0,1.45,138.0,155.0,2.0,83.0,Loyalty
16717.0,2.5728000000000004,357.6400000000001,204,119.21333333333337,68.0,13,5.04,26.1,79.0,1.0,26.0,Loyalty
17231.0,2.881818181818182,535.6399999999999,289,178.5466666666667,96.33333333333331,1,0.42,21.25,80.5,2.0,65.0,Loyalty
13267.0,4.339583333333334,622.9399999999999,226,311.47,113.0,0,5.04,59.5,156.0,2.0,23.0,Loyalty
13393.0,3.737692307692307,389.7,161,194.85,80.5,0,0.42,108.0,156.0,2.0,11.0,Loyalty
14136.0,3.5635,291.8299999999999,137,145.91499999999996,68.5,1,10.08,29.700000000000003,61.0,1.0,20.0,Loyalty
15971.0,4.336666666666667,446.28,108,223.14,54.0,0,59.400000000000006,204.0,125.0,2.0,2.0,Loyalty
16029.0,4.842499999999999,5626.84,2572,937.8066666666668,428.6666666666667,4,135.84,2386.8,25.6,5.0,7.0,Loyalty
14290.0,4.106538461538461,843.2300000000002,268,281.0766666666668,89.33333333333333,5,10.08,130.8,66.0,1.0,27.0,Loyalty
17067.0,2.1592307692307693,454.54,322,151.51333333333332,107.33333333333331,0,15.0,76.32000000000001,62.5,3.0,8.0,Loyalty
16560.0,3.695254237288136,898.7900000000001,455,449.395,227.5,0,5.04,31.8,127.0,2.0,53.0,Loyalty
14861.0,3.1041666666666665,201.5,92,100.75,46.0,2,12.5,29.700000000000003,127.0,1.0,12.0,Loyalty
13643.0,4.495,296.85,89,148.425,44.5,1,15.0,59.8,127.0,1.0,10.0,Loyalty
17852.0,1.9708510638297871,380.36,211,190.18,105.5,0,0.42,38.35,125.0,2.0,34.0,Loyalty
17213.0,4.936538461538461,601.3499999999999,176,200.45,58.66666666666666,3,9.9,51.0,65.5,2.0,24.0,Loyalty
15456.0,1.9585,476.05000000000007,618,238.02500000000003,309.0,0,2.1,69.0,130.0,2.0,39.0,Loyalty
15162.0,4.633333333333334,241.5,66,120.75,33.0,8,10.2,65.69999999999999,92.0,1.0,12.0,Loyalty
14085.0,3.841058201058201,1844.710000000001,640,461.1775,160.0,0,0.76,39.8,43.66666666666666,4.0,143.0,Loyalty
17230.0,3.6305797101449273,3540.950000000001,1225,1180.3166666666668,408.3333333333333,0,13.750000000000002,163.2,63.5,3.0,51.0,Loyalty
14063.0,4.35,6701.599999999999,2510,1675.4,627.5,0,10.9,788.4,44.0,4.0,24.0,Loyalty
15823.0,3.571168831168831,3867.170000000001,1773,1933.5850000000005,886.5,0,5.04,106.2,61.0,2.0,154.0,Loyalty
13798.0,2.54,1285.16,1176,428.3866666666667,392.0,0,30.0,204.0,63.5,3.0,19.0,Loyalty
13855.0,3.7488095238095234,809.1000000000003,268,404.55000000000007,134.0,0,8.5,44.55,128.0,2.0,38.0,Loyalty
13557.0,3.079166666666667,413.5,190,206.75,95.0,0,7.800000000000001,35.400000000000006,127.0,2.0,20.0,Loyalty
13455.0,5.065416666666667,431.65,134,215.825,67.0,0,10.2,59.7,101.0,2.0,23.0,Loyalty
13768.0,3.4466666666666668,875.97,373,437.985,186.5,0,11.4,89.10000000000001,92.0,2.0,30.0,Loyalty
14732.0,4.336956521739131,556.15,165,278.07500000000005,82.5,0,7.800000000000001,71.10000000000001,95.0,2.0,22.0,Loyalty
16945.0,2.0941666666666667,610.0100000000001,551,305.005,275.5,0,5.04,165.0,96.0,2.0,24.0,Loyalty
18051.0,1.95,701.0999999999998,510,350.54999999999995,255.0,0,10.2,165.0,100.0,2.0,12.0,Loyalty
12924.0,2.3583333333333334,280.35,159,93.45,53.0,0,1.25,50.400000000000006,46.5,3.0,11.0,Loyalty
